corpora,index,epoch,average,model,ai2_arc_ARC-Challenge/acc,ai2_arc_ARC-Easy/acc,hellaswag/acc,math_qa/acc,piqa/acc,pubmed_qa/acc,super_glue_copa/acc,winogrande_winogrande_s/acc
TDEC,99,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,50,4,0.45802303962409496,350M,0.2135593146085739,0.44999998807907104,0.37187498807907104,0.203125,0.6625000238418579,0.515625,0.7099999785423279,0.5375000238418579
TDEC,80,5,0.4594954941421747,350M,0.22033898532390594,0.44062501192092896,0.390625,0.17812499403953552,0.668749988079071,0.543749988079071,0.6899999976158142,0.543749988079071
TDEC,28,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,62,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,12,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,26,3,0.45944119803607464,350M,0.20677965879440308,0.453125,0.3812499940395355,0.20000000298023224,0.668749988079071,0.5249999761581421,0.699999988079071,0.5406249761581421
TDEC,42,2,0.45884004049003124,350M,0.1932203322649002,0.44062501192092896,0.37187498807907104,0.20937499403953552,0.668749988079071,0.543749988079071,0.6899999976158142,0.5531250238418579
TDEC,32,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,86,4,0.46075740829110146,350M,0.2135593146085739,0.453125,0.3812499940395355,0.20000000298023224,0.6656249761581421,0.53125,0.7099999785423279,0.53125
TDEC,52,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,47,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,61,2,0.45886122435331345,350M,0.20338982343673706,0.46562498807907104,0.375,0.203125,0.668749988079071,0.534375011920929,0.6800000071525574,0.5406249761581421
TDEC,81,4,0.457701263949275,350M,0.19661016762256622,0.44999998807907104,0.3812499940395355,0.203125,0.668749988079071,0.5406249761581421,0.6899999976158142,0.53125
TDEC,22,3,0.46129502169787884,350M,0.19661016762256622,0.45625001192092896,0.3812499940395355,0.203125,0.6656249761581421,0.5375000238418579,0.699999988079071,0.550000011920929
TDEC,24,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,82,5,0.457464249804616,350M,0.22033898532390594,0.4000000059604645,0.3812499940395355,0.20937499403953552,0.671875,0.5531250238418579,0.6800000071525574,0.543749988079071
TDEC,29,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
TDEC,90,0,0.45721133425831795,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5406249761581421,0.6899999976158142,0.53125
CC,3,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,59,3,0.4584825225174427,350M,0.19661016762256622,0.4625000059604645,0.3812499940395355,0.20000000298023224,0.671875,0.5218750238418579,0.6899999976158142,0.543749988079071
CC,92,4,0.4598768576979637,350M,0.20338982343673706,0.45625001192092896,0.375,0.203125,0.6625000238418579,0.5218750238418579,0.7099999785423279,0.546875
CC,93,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,25,3,0.46198887564241886,350M,0.17966102063655853,0.4375,0.37812501192092896,0.20937499403953552,0.6781250238418579,0.543749988079071,0.7099999785423279,0.559374988079071
CC,38,3,0.45798993669450283,350M,0.2101694941520691,0.453125,0.3843750059604645,0.20624999701976776,0.671875,0.4906249940395355,0.7099999785423279,0.5375000238418579
CC,35,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,32,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,79,3,0.46046875230968,350M,0.20000000298023224,0.45625001192092896,0.37812501192092896,0.21250000596046448,0.6656249761581421,0.534375011920929,0.6899999976158142,0.546875
CC,1,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,34,4,0.4586268551647663,350M,0.20338982343673706,0.4468750059604645,0.3812499940395355,0.18125000596046448,0.671875,0.534375011920929,0.699999988079071,0.550000011920929
CC,89,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,76,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,91,4,0.46102489717304707,350M,0.21694914996623993,0.40625,0.39375001192092896,0.22499999403953552,0.6812499761581421,0.5218750238418579,0.6899999976158142,0.5531250238418579
CC,23,3,0.4582931734621525,350M,0.1932203322649002,0.4625000059604645,0.37812501192092896,0.20624999701976776,0.6781250238418579,0.53125,0.6700000166893005,0.546875
CC,12,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,69,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,48,3,0.46017743088304996,350M,0.2101694941520691,0.45625001192092896,0.375,0.21562500298023224,0.6656249761581421,0.528124988079071,0.6899999976158142,0.5406249761581421
CC,84,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,27,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
CC,68,3,0.45765624940395355,350M,0.20000000298023224,0.45625001192092896,0.38749998807907104,0.19062499701976776,0.6625000238418579,0.543749988079071,0.6800000071525574,0.5406249761581421
CC,0,4,0.45713055692613125,350M,0.2101694941520691,0.421875,0.38749998807907104,0.20624999701976776,0.675000011920929,0.515625,0.699999988079071,0.5406249761581421
CC,13,3,0.46129501797258854,350M,0.19661016762256622,0.4625000059604645,0.37812501192092896,0.19687500596046448,0.668749988079071,0.5406249761581421,0.699999988079071,0.546875
CC,94,3,0.45891816169023514,350M,0.1932203322649002,0.47187501192092896,0.3812499940395355,0.20000000298023224,0.668749988079071,0.5249999761581421,0.699999988079071,0.53125
CC,10,3,0.45846133306622505,350M,0.18644067645072937,0.44062501192092896,0.3812499940395355,0.21250000596046448,0.675000011920929,0.528124988079071,0.699999988079071,0.543749988079071
CC,46,5,0.46105799451470375,350M,0.22033898532390594,0.40312498807907104,0.390625,0.20624999701976776,0.653124988079071,0.5625,0.6899999976158142,0.5625
CC,19,0,0.4568207152187824,350M,0.18644067645072937,0.45625001192092896,0.359375,0.21875,0.675000011920929,0.5375000238418579,0.6899999976158142,0.53125
